City Id,City,Country,Date,Latitude,Longitude,Temperature,Max Temperature,Humidity,Wind Speed,Cloudiness
282,cairns,AU,1586669718,-16.92,145.77,86.99,89.01,70,5.82,97
283,lancaster,US,1586669678,40.25,-76.25,36.54,41.0,69,4.7,1
284,ancud,CL,1586669828,-41.87,-73.82,37.4,37.4,100,3.36,0
285,rohnert park,US,1586669828,38.34,-122.7,51.15,54.0,100,4.7,90
286,pustoshka,RU,1586669828,56.34,29.37,38.53,38.53,68,5.73,71
287,bakchar,RU,1586669828,57.02,82.07,45.99,45.99,68,4.9,43
288,riachao das neves,BR,1586669829,-11.75,-44.91,71.17,71.17,82,2.71,100
289,mildura,AU,1586669829,-34.2,142.15,65.16,66.0,36,5.82,3
290,honiara,SB,1586669829,-9.43,159.95,84.2,84.2,79,4.7,40
291,rayon,MX,1586669829,19.14,-99.58,63.25,69.8,32,6.93,5
292,warmbad,NA,1586669829,-28.45,18.73,62.13,62.13,39,5.91,0
293,chara,RU,1586669829,56.91,118.26,35.46,35.46,63,7.43,100
294,vadso,NO,1586669830,70.07,29.75,17.6,17.6,78,18.34,100
295,godhra,IN,1586669830,22.75,73.63,105.31,105.31,9,8.61,14
296,sakaiminato,JP,1586669830,35.55,133.23,46.4,46.4,93,23.04,75
297,keti bandar,PK,1586669830,24.14,67.45,89.98,89.98,34,14.05,1
298,nagato,JP,1586669830,34.38,131.2,49.23,53.01,87,6.93,75
299,bairiki,KI,1586669831,1.33,172.98,86.0,86.0,74,9.17,75
300,voineasa,RO,1586669831,44.28,24.13,48.2,48.2,57,8.05,8
301,yambio,SS,1586669831,4.57,28.4,72.64,72.64,76,0.47,100
302,luwuk,ID,1586669831,-0.95,122.79,87.49,87.49,57,0.78,12
303,patu,BR,1586669831,-6.11,-37.64,73.85,73.85,88,3.38,64
304,yaya,RU,1586669832,56.21,86.44,45.27,45.27,58,8.79,0
305,bud,US,1586669643,39.45,-86.18,47.7,50.0,87,9.17,90
306,russell,US,1586669832,32.35,-85.2,52.34,57.2,87,4.18,1
307,chicama,PE,1586669641,-7.84,-79.15,75.79,75.79,67,5.61,64
308,ushtobe,KZ,1586669832,45.25,77.98,67.35,67.35,28,6.04,40
309,gornyy,RU,1586669832,55.12,83.91,41.61,41.61,65,6.17,0
310,heishan,CN,1586669833,41.69,122.11,65.52,65.52,23,14.56,0
311,nishihara,JP,1586669833,26.18,127.76,64.8,66.2,77,14.99,90
312,san patricio,MX,1586669594,19.22,-104.7,74.5,74.5,62,7.67,23
313,tessalit,ML,1586669833,20.2,1.01,76.78,76.78,15,5.88,0
314,lazaro cardenas,MX,1586669833,17.96,-102.2,72.84,72.84,87,2.93,48
315,hualmay,PE,1586669834,-11.1,-77.61,72.14,72.14,79,7.31,24
316,nome,US,1586669834,64.5,-165.41,30.2,30.2,92,9.17,90
317,berlevag,NO,1586669834,70.86,29.09,27.86,27.86,92,12.3,100
318,hokitika,NZ,1586669536,-42.72,170.97,58.39,58.39,87,15.23,100
319,kapit,MY,1586669835,2.02,112.93,94.48,94.48,45,4.05,18
320,yoichi,JP,1586669835,43.2,140.77,44.56,46.0,52,18.34,20
321,puerto madero,MX,1586669835,14.72,-92.42,82.8,82.8,72,4.72,14
322,toribio,CO,1586669835,2.95,-76.27,71.6,71.6,88,3.36,75
323,tanete,ID,1586669836,-3.94,119.78,87.89,87.89,61,5.59,30
324,port hedland,AU,1586669836,-20.32,118.57,93.2,93.2,44,18.34,40
325,dudinka,RU,1586669836,69.41,86.18,17.6,17.6,85,33.55,75
326,maceio,BR,1586669836,-9.67,-35.74,78.31,78.31,82,5.82,68
327,esil,KZ,1586669836,51.96,66.4,51.66,51.66,46,9.89,76
328,imeni poliny osipenko,RU,1586669836,52.42,136.49,50.45,50.45,44,7.23,0
329,kahului,US,1586669837,20.89,-156.47,72.12,78.8,65,6.93,40
330,nikolaevo,BG,1586669837,42.63,25.8,44.56,51.01,70,4.7,40
331,sabla,NG,1586669837,12.75,4.71,80.89,80.89,19,8.95,24
332,port blair,IN,1586669837,11.67,92.75,84.11,84.11,70,4.79,90
333,hurghada,EG,1586669837,27.26,33.81,68.67,68.67,50,14.16,17
334,sobolevo,RU,1586669838,54.43,31.9,39.79,39.79,62,9.66,15
335,port macquarie,AU,1586669838,-31.43,152.92,71.67,72.0,35,4.7,0
336,naryan-mar,RU,1586669838,67.67,53.09,19.81,19.81,96,9.82,46
337,linxia,CN,1586669838,35.6,103.21,56.77,56.77,16,5.75,54
338,charlestown,AU,1586669838,-32.95,151.67,67.39,72.0,42,9.17,3
339,bambous virieux,MU,1586669593,-20.34,57.76,82.69,82.99,65,18.34,40
340,san antonio,US,1586669626,29.42,-98.49,72.88,75.0,94,9.17,90
341,moyo,UG,1586669839,3.66,31.72,78.98,78.98,48,4.27,98
342,laguna de perlas,NI,1586669839,12.34,-83.67,78.8,78.8,86,9.01,56
343,pokhara,NP,1586669839,28.23,83.98,85.86,85.86,13,4.76,0
344,ust-tarka,RU,1586669839,55.57,75.7,48.2,48.2,72,9.53,16
345,labuan,MY,1586669840,5.28,115.24,87.12,89.6,79,3.36,75
346,keflavik,IS,1586669840,64.0,-22.56,33.24,35.6,72,6.93,64
347,san borja,BO,1586669840,-14.82,-66.85,67.77,67.77,75,1.5,0
348,minas de barroteran,MX,1586669840,27.63,-101.28,77.95,77.95,58,1.7,50
349,kloulklubed,PW,1586669840,7.04,134.26,89.6,89.6,62,9.17,75
350,severo-kurilsk,RU,1586669840,50.68,156.12,32.02,32.02,93,7.31,74
351,elko,US,1586669841,41.0,-115.5,44.73,51.8,23,3.36,75
352,zlatoust,RU,1586669841,55.17,59.65,39.67,39.67,75,7.14,97
353,la ronge,CA,1586669841,55.1,-105.28,14.0,14.0,61,8.05,75
354,key west,US,1586669841,24.56,-81.78,80.98,82.0,78,11.41,1
355,hadejia,NG,1586669842,12.45,10.04,77.67,77.67,16,6.85,79
356,san juan,AR,1586669594,-31.54,-68.54,67.75,67.75,43,6.06,5
357,vieux fort,LC,1586669842,13.72,-60.95,77.0,77.0,76,18.88,32
358,bethel,US,1586669842,41.37,-73.41,34.84,42.01,74,0.85,1
359,moindou,NC,1586669842,-21.69,165.68,82.4,82.4,54,6.93,74
360,cockburn town,TC,1586669842,21.46,-71.14,78.53,78.53,81,14.29,0
361,puerto princesa,PH,1586669843,9.74,118.74,91.4,91.4,55,13.87,20
362,sinegorye,RU,1586669843,62.08,150.48,29.07,29.07,80,1.83,40
363,tahara,JP,1586669843,34.67,137.27,53.87,55.99,71,5.82,75
364,atar,MR,1586669844,20.52,-13.05,72.19,72.19,28,11.68,0
365,tommot,RU,1586669844,58.96,126.29,39.16,39.16,66,8.48,100
366,begoro,GH,1586669844,6.39,-0.38,72.48,72.48,83,3.18,72
367,flinders,AU,1586669844,-34.58,150.86,69.1,71.01,30,5.82,0
368,kastamonu,TR,1586669844,41.5,33.67,43.47,43.47,39,1.19,8
369,hooglede,BE,1586669845,50.99,3.09,48.11,53.01,75,3.36,3
370,kununurra,AU,1586669845,-15.77,128.73,93.2,93.2,41,10.29,100
371,katsuura,JP,1586669845,35.13,140.3,57.72,59.0,62,6.93,75
372,sao joao da barra,BR,1586669845,-21.64,-41.05,69.67,69.67,93,10.4,100
373,yeppoon,AU,1586669716,-23.13,150.73,87.8,87.8,31,8.05,0
374,tucurui,BR,1586669846,-3.77,-49.67,73.98,73.98,95,1.61,82
375,pombas,CV,1586669846,17.15,-25.02,71.6,71.6,78,20.8,75
376,longyearbyen,SJ,1586669587,78.22,15.64,-5.8,-5.8,63,3.36,20
377,comodoro rivadavia,AR,1586669846,-45.87,-67.5,50.0,50.0,57,2.24,1
378,vestmannaeyjar,IS,1586669847,63.44,-20.27,41.14,41.14,81,14.36,100
379,trudarmeyskiy,RU,1586669847,54.13,86.41,44.35,44.35,51,4.18,5
380,rio gallegos,AR,1586669847,-51.62,-69.22,46.4,46.4,70,10.29,84
381,rawlins,US,1586669847,41.79,-107.24,25.54,30.2,79,9.17,90
382,ribeira grande,PT,1586669592,38.52,-28.7,60.39,60.39,75,5.1,16
383,dubti,ET,1586669847,11.74,41.09,84.88,84.88,49,10.09,45
384,belaya gora,RU,1586669848,68.53,146.42,31.93,31.93,95,8.14,100
385,apricena,IT,1586669848,41.78,15.44,49.93,54.0,75,6.93,40
386,lavrentiya,RU,1586669848,65.58,-171.0,31.84,31.84,98,8.75,99
387,zabid,YE,1586669849,14.2,43.32,81.59,81.59,73,7.78,89
388,jinchang,CN,1586669849,38.5,102.17,57.07,57.07,14,10.8,89
389,vrangel,RU,1586669849,42.73,133.08,44.83,44.83,57,9.26,0
390,boali,CF,1586669849,4.8,18.13,69.8,69.8,100,2.28,20
391,hambantota,LK,1586669849,6.12,81.12,86.41,86.41,68,11.21,9
392,brzeziny,PL,1586669850,51.8,19.75,42.24,44.01,51,4.7,42
393,nyurba,RU,1586669850,63.28,118.33,38.8,38.8,68,9.84,87
394,palmas bellas,PA,1586669850,9.23,-80.09,79.14,80.01,72,7.14,95
395,nemuro,JP,1586669851,43.32,145.57,39.2,39.2,55,8.05,20
396,polovinnoye,RU,1586669851,54.79,65.99,49.42,49.42,56,14.85,100
397,mwingi,KE,1586669851,-0.93,38.06,74.03,74.03,59,5.01,82
398,aranda de duero,ES,1586669851,41.67,-3.69,47.34,47.34,60,3.98,52
399,luderitz,NA,1586669851,-26.65,15.16,59.0,59.0,72,8.05,0
400,sebu,PH,1586669852,6.22,124.69,95.0,95.0,44,9.17,20
401,macia,MZ,1586669852,-25.03,33.1,72.72,72.72,71,7.72,0
402,waitati,NZ,1586669852,-45.75,170.57,60.51,61.0,70,21.0,100
403,tuzha,RU,1586669852,57.61,47.94,32.32,32.32,90,16.04,100
404,meulaboh,ID,1586669852,4.14,96.13,85.62,85.62,72,5.75,76
405,san cristobal,VE,1586669853,7.77,-72.22,67.77,67.77,61,2.42,68
406,vanavara,RU,1586669853,60.34,102.28,41.72,41.72,61,5.84,0
407,carnduff,CA,1586669853,49.17,-101.8,19.0,19.0,66,15.01,78
408,hervey bay,AU,1586669853,-25.3,152.85,85.51,86.0,30,11.41,0
409,severnoye,RU,1586669854,56.35,78.36,40.98,40.98,81,7.52,72
410,morwell,AU,1586669854,-38.23,146.4,55.36,57.99,71,8.01,54
411,biak,ID,1586669854,-0.91,122.88,85.08,85.08,62,1.05,8
412,marathon,US,1586669855,44.9,-89.77,44.78,46.99,52,3.36,90
413,macomer,IT,1586669855,40.26,8.77,41.0,41.0,86,2.24,0
414,batemans bay,AU,1586669634,-35.72,150.18,66.11,69.01,53,3.0,0
415,guaruja,BR,1586669855,-23.99,-46.26,66.16,71.01,82,5.82,90
416,bubaque,GW,1586669855,11.28,-15.83,77.74,77.74,73,7.34,1
417,faya,SA,1586669855,18.39,42.45,65.3,66.2,82,8.05,64
418,pevek,RU,1586669856,69.7,170.31,9.97,9.97,91,14.23,4
419,walvis bay,NA,1586669856,-22.96,14.51,62.33,62.6,77,1.12,33
420,taoudenni,ML,1586669856,22.68,-3.98,75.63,75.63,18,3.44,0
421,asyut,EG,1586669856,27.18,31.18,67.14,67.14,38,9.26,0
422,dunedin,NZ,1586669857,-45.87,170.5,60.44,61.0,74,1.01,100
423,lomas de sargentillo,EC,1586669857,-1.88,-80.08,80.01,80.01,81,5.99,99
424,mazagao,BR,1586669857,-0.12,-51.29,77.0,77.0,100,3.36,90
425,talnakh,RU,1586669857,69.49,88.4,17.6,17.6,85,33.55,75
426,luanda,AO,1586669729,-8.84,13.23,78.24,78.24,86,4.92,84
427,bonthe,SL,1586669858,7.53,-12.51,79.34,79.34,85,1.14,24
428,akdagmadeni,TR,1586669858,39.66,35.88,41.72,41.72,38,5.32,35
429,inuvik,CA,1586669858,68.35,-133.72,17.6,17.6,67,5.82,75
430,abong mbang,CM,1586669858,3.98,13.18,68.56,68.56,69,2.48,99
431,boulsa,BF,1586669859,12.67,-0.58,79.61,79.61,31,5.19,11
432,bay roberts,CA,1586669598,47.6,-53.26,32.31,34.0,95,17.22,40
433,pauri,IN,1586669677,30.15,78.78,83.52,83.52,12,5.03,31
434,balkanabat,TM,1586669859,39.51,54.37,55.45,55.45,54,7.74,64
435,rorvik,NO,1586669859,64.86,11.24,42.82,42.82,92,25.7,100
436,orlik,RU,1586669860,52.52,99.83,34.32,34.32,48,1.9,99
437,isangel,VU,1586669644,-19.55,169.27,86.0,86.0,55,6.42,75
438,dakoro,NE,1586669860,14.51,6.76,77.16,77.16,16,8.3,59
439,lithgow,AU,1586669860,-33.48,150.15,69.28,72.0,35,3.36,0
440,aranos,NA,1586669860,-24.13,19.12,70.63,70.63,32,5.23,0
441,mokhsogollokh,RU,1586669860,61.47,128.92,37.76,37.76,71,11.77,100
442,cayenne,GF,1586669621,4.93,-52.33,78.8,78.8,88,4.7,87
443,chateaubelair,VC,1586669861,13.28,-61.25,77.0,77.0,76,19.95,31
444,gigmoto,PH,1586669861,13.78,124.39,82.22,82.22,72,4.85,54
445,cajnice,BA,1586669861,43.56,19.07,41.2,44.6,56,0.63,0
446,kirovskiy,RU,1586669861,45.09,133.51,52.61,52.61,38,5.53,0
447,sabha,LY,1586669862,27.04,14.43,65.95,65.95,26,18.21,0
448,alizai,PK,1586669862,33.54,70.35,78.73,78.73,25,2.84,75
449,aksarka,RU,1586669862,66.56,67.8,20.28,20.28,93,7.0,33
450,naantali,FI,1586669862,60.47,22.02,38.64,39.2,93,14.99,90
451,ukiah,US,1586669862,39.15,-123.21,50.23,55.4,82,3.36,1
452,vilhena,BR,1586669862,-12.74,-60.15,68.34,68.34,83,2.04,47
453,sungaipenuh,ID,1586669863,-2.08,101.38,77.83,77.83,64,0.94,78
454,gobabis,NA,1586669863,-22.45,18.97,59.0,59.0,82,2.24,36
455,koulamoutou,GA,1586669863,-1.13,12.47,71.87,71.87,87,0.2,100
456,beloha,MG,1586669863,-25.17,45.05,78.98,78.98,57,6.82,100
457,los llanos de aridane,ES,1586669863,28.66,-17.92,64.4,64.4,77,8.05,90
458,vardo,NO,1586669801,70.37,31.11,28.11,28.11,93,13.85,74
459,garden city,US,1586669662,42.33,-83.33,48.31,51.01,57,8.05,90
460,raudeberg,NO,1586669864,61.99,5.14,43.3,44.6,87,25.28,99
461,inhambane,MZ,1586669864,-23.86,35.38,75.2,75.2,78,5.68,0
462,hovd,MN,1586669632,48.01,91.64,49.26,49.26,26,5.99,95
463,almaznyy,RU,1586669865,48.04,40.05,41.0,41.0,59,13.42,43
464,liverpool,GB,1586669834,53.41,-2.98,47.64,52.0,93,1.12,94
465,cantagallo,CO,1586669866,7.38,-73.92,76.24,76.24,88,0.51,88
466,necochea,AR,1586669866,-38.55,-58.74,56.97,61.0,87,1.01,97
467,tura,IN,1586669608,25.52,90.22,94.78,94.78,19,3.96,12
468,santa cruz,BO,1586669716,-17.8,-63.17,62.6,62.6,88,6.93,2
469,rio grande,BR,1586669866,-32.03,-52.1,52.0,52.0,96,7.0,2
470,vestmanna,FO,1586669866,62.16,-7.17,35.6,35.6,69,26.4,79
471,saldanha,ZA,1586669867,-33.01,17.94,60.8,60.8,93,6.93,96
472,jalu,LY,1586669867,29.03,21.55,62.22,62.22,38,1.7,0
473,husavik,IS,1586669648,66.04,-17.34,30.2,30.2,68,17.22,90
474,fukuroi,JP,1586669867,34.75,137.92,55.36,55.99,71,3.36,75
475,pop,UZ,1586669867,40.87,71.11,60.8,60.8,67,11.41,93
476,klamath falls,US,1586669868,42.22,-121.78,45.0,48.0,56,8.05,1
477,tombouctou,ML,1586669868,20.0,-3.0,78.51,78.51,14,4.76,1
478,port keats,AU,1586669868,-14.25,129.55,90.28,90.28,58,2.28,93
479,san carlos,VE,1586669868,9.66,-68.58,79.45,79.45,60,3.87,90
480,khandyga,RU,1586669868,62.67,135.6,33.13,33.13,93,4.61,100
481,borogontsy,RU,1586669869,62.67,131.17,32.79,32.79,91,9.01,100
482,skovorodino,RU,1586669869,53.98,123.92,54.81,54.81,48,2.62,0
483,jequitinhonha,BR,1586669869,-16.43,-41.0,71.85,71.85,84,0.85,59
484,malangali,TZ,1586669869,-8.57,34.85,68.0,68.0,53,9.98,100
485,kurchum,KZ,1586669869,48.57,83.65,49.08,49.08,41,3.24,46
486,lahaina,US,1586669870,20.88,-156.68,70.52,73.4,100,4.7,75
487,shrewsbury,GB,1586669870,52.71,-2.75,47.61,52.0,93,1.12,81
488,arlit,NE,1586669870,18.74,7.39,80.67,80.67,14,9.69,11
489,filingue,NE,1586669870,14.35,3.32,78.22,78.22,22,3.6,6
490,fort-shevchenko,KZ,1586669871,44.51,50.26,49.44,49.44,59,19.33,31
491,beidao,CN,1586669871,34.57,105.89,66.45,66.45,16,4.79,0
492,gunjur,GM,1586669871,13.2,-16.73,71.6,71.6,88,4.7,0
493,el espinal,MX,1586669871,16.33,-94.07,78.53,78.53,71,2.71,45
494,iwanai,JP,1586669871,42.97,140.51,40.05,40.05,68,6.38,0
495,andros town,BS,1586669871,24.7,-77.77,76.59,77.0,83,11.41,75
496,akot,IN,1586669872,21.1,77.06,102.63,102.63,10,8.63,0
497,sipe sipe,BO,1586669872,-17.45,-66.38,60.8,60.8,55,1.16,0
498,fukue,JP,1586669872,32.69,128.84,55.4,55.4,76,17.22,75
499,weyburn,CA,1586669623,49.67,-103.85,19.99,19.99,72,8.99,84
500,camacha,PT,1586669872,33.08,-16.33,59.54,60.8,87,18.34,75
501,jutai,BR,1586669873,-5.18,-68.9,73.51,73.51,95,1.61,100
502,le vauclin,MQ,1586669873,14.55,-60.84,76.5,77.0,83,11.41,72
503,keffi,NG,1586669873,8.85,7.87,77.0,77.0,83,2.24,100
504,delvada,IN,1586669873,20.77,71.03,96.48,96.48,24,8.57,3
505,carahue,CL,1586669873,-38.7,-73.17,35.6,35.6,100,2.24,40
506,syasstroy,RU,1586669874,60.14,32.57,35.92,35.92,79,7.23,1
507,saint-augustin,CA,1586669874,51.23,-58.65,25.07,25.07,95,8.79,38
508,road town,VG,1586669874,18.42,-64.62,79.34,80.01,83,4.7,1
509,nanortalik,GL,1586669592,60.14,-45.24,37.98,37.98,73,46.37,100
510,urengoy,RU,1586669874,65.97,78.37,25.21,25.21,96,7.85,100
511,mount isa,AU,1586669642,-20.73,139.5,91.4,91.4,7,9.17,13
512,medicine hat,CA,1586669875,50.05,-110.67,20.21,21.2,57,10.29,1
513,verkh-usugli,RU,1586669875,52.7,115.17,63.01,63.01,18,10.36,0
514,riyadh,SA,1586669826,24.69,46.72,73.4,73.4,25,12.75,75
515,whitehorse,CA,1586669695,60.72,-135.05,27.79,30.2,42,5.82,5
516,ajdabiya,LY,1586669875,30.76,20.23,59.5,59.5,50,4.32,0
517,zhigansk,RU,1586669876,66.77,123.37,25.16,25.16,92,12.19,78
518,chardara,KZ,1586669876,41.25,67.97,62.49,62.49,75,17.45,100
519,carutapera,BR,1586669876,-1.2,-46.02,79.27,79.27,86,4.79,99
520,oktyabrskiy,RU,1586669876,54.48,53.47,47.48,47.48,57,9.89,100
521,lodwar,KE,1586669876,3.12,35.6,89.6,89.6,35,11.63,98
522,komsomolskiy,UZ,1586669876,40.43,71.72,63.37,64.4,48,6.93,68
523,deputatskiy,RU,1586669876,69.3,139.9,19.42,19.42,90,12.97,63
524,terrace,CA,1586669823,54.52,-128.6,40.1,42.8,35,8.05,5
525,pangnirtung,CA,1586669877,66.15,-65.71,24.31,24.31,89,9.42,100
526,hailar,CN,1586669877,49.2,119.7,65.82,65.82,17,10.07,0
527,auburn,US,1586669609,47.31,-122.23,45.84,51.8,37,11.41,1
528,acarau,BR,1586669877,-2.89,-40.12,76.95,76.95,90,2.93,95
529,mitsamiouli,KM,1586669878,-11.38,43.28,84.06,84.06,72,9.26,97
530,kabinda,CD,1586669878,-6.13,24.48,72.48,72.48,71,4.5,82
531,acapulco,MX,1586669855,16.86,-99.89,77.0,77.0,88,3.15,5
532,rawson,AR,1586669878,-43.3,-65.1,55.22,55.22,38,11.54,0
533,buarcos,PT,1586669878,40.17,-8.88,54.59,57.0,93,1.12,75
534,timra,SE,1586669879,62.49,17.33,38.1,42.01,100,5.82,100
535,chechat,IN,1586669592,24.77,75.88,99.01,99.01,11,8.48,0
536,llandrindod wells,GB,1586669879,52.24,-3.38,47.28,51.01,74,3.53,83
537,severomuysk,RU,1586669879,56.15,113.43,27.0,27.0,61,8.63,100
538,bandrele,YT,1586669880,-12.91,45.19,87.8,87.8,66,14.99,75
539,lovozero,RU,1586669880,68.0,35.01,26.49,26.49,90,4.23,38
540,blagoveshchenka,RU,1586669880,52.83,79.87,47.8,47.8,50,9.75,1
541,abaete,BR,1586669880,-19.16,-45.45,66.72,66.72,79,4.09,1
542,klyuchi,RU,1586669880,52.27,79.17,51.4,51.4,42,12.28,36
543,kaseda,JP,1586669880,31.42,130.32,59.0,59.0,87,1.12,75
544,marsabit,KE,1586669881,2.33,37.99,72.01,72.01,51,19.13,57
545,khairpur,PK,1586669881,27.53,68.76,91.4,91.4,33,7.58,14
546,lufilufi,WS,1586669881,-13.87,-171.6,87.37,87.8,74,8.05,75
547,tongliao,CN,1586669881,43.61,122.27,67.03,67.03,21,12.17,0
548,menongue,AO,1586669881,-14.66,17.69,63.23,63.23,63,3.53,60
549,lasem,ID,1586669882,-6.69,111.45,85.62,85.62,67,4.47,91
550,canton,CN,1586669654,23.12,113.25,71.46,73.0,24,20.13,0
551,kirkkonummi,FI,1586669882,60.12,24.44,37.15,39.0,93,13.87,75
552,maningrida,AU,1586669882,-12.07,134.27,85.48,85.48,73,10.11,100
553,praia,CV,1586669883,14.92,-23.51,71.6,71.6,83,9.17,29
554,wagga wagga,AU,1586669871,-35.12,147.37,62.78,63.0,51,10.29,0
555,fort smith,US,1586669776,35.39,-94.4,57.29,59.0,93,8.05,90
556,porangatu,BR,1586669883,-13.44,-49.15,70.48,70.48,83,1.86,99
557,esmeraldas,BR,1586669762,-19.76,-44.31,69.69,71.6,94,5.82,75
558,namatanai,PG,1586669615,-3.67,152.43,84.06,84.06,72,6.17,98
559,hazleton,US,1586669884,40.96,-75.97,31.66,37.4,74,2.04,1
560,kaduna,NG,1586669884,10.52,7.44,76.01,76.01,24,2.33,100
561,sibolga,ID,1586669884,1.74,98.78,87.8,87.8,67,4.43,79
562,orotukan,RU,1586669884,62.27,151.7,26.38,26.38,89,2.46,95
